question,class
Until when do all responsibilities associated with the service lie with the current owner?,4
What restrictions apply to a new owner regarding the money-back guarantee after a change of ownership?,4
In what situations may the delivery of a product be delayed according to Irancell?,4
What is the first obligation for customers before purchasing from Irancell?,4
How can customers check Irancell network coverage in their intended area?,4
What happens if inaccurate information is entered by the customer during the purchase process?,4
How does Irancell handle payments made through its Online Store?,4
What must customers do at the time of delivering the package to ensure successful delivery?,4
What is Irancell's stance if a customer receives a damaged package from the postman?,4
What documents does the customer need to provide at the time of package delivery?,4
What happens if there is a discrepancy in the information provided by the customer at any stage of the order?,4
How does the customer register their 10-digit postal code with Irancell?,4
What is the basis for providing Irancell gifts and services to customers?,4
Within how many working days does Irancell commit to delivering a purchased product or service to the customer?,4
Where does Irancell send the purchased product as per the customer's order?,4
What does Irancell do if the provision of a product or service becomes impossible after payment?,4
How long is the cancellation period for customers purchasing optical fiber Internet service?,4
How can customers request a refund for canceled orders?,4
"What types of payments are refundable, and which ones are not according to Irancell's policy?",4
Where are the refunded amounts returned if an order is canceled before delivery?,4
What are the Money-back Guarantee Terms and Conditions for customers who purchase fiber optic service?,4
Under what conditions can customers request a refund for fiber optic service?,4
What are the terms and conditions for returning the modem?,4
What does the customer need to keep in the original package when returning the modem?,4
What actions would make the modem ineligible for return according to Irancell's policy?,4
What is the significance of having an invoice in the return procedure for a modem?,4
What regulations should be followed if the owner decides to transfer ownership to another person?,4
Can the new owner request a money-back guarantee in case of a change of ownership?,4
What documents does the person under whose name the service is registered need to provide when the postman arrives for delivery?,4
What are the valid identity documents for Iranian nationals during delivery?,4
What are the acceptable identity documents for foreign nationals during delivery?,4
What can the Subscriber do if they are not present when the postman arrives for delivery?,4
Under what conditions may the delivery be delayed according to the provided text?,4
What is the contact number for Irancell Call Center for delivery-related issues?,4
What are the acceptable identity documents for Iranian nationals during delivery?,4
What are the acceptable identity documents for foreign nationals during delivery?,4
What actions might cause a delay in delivery in bad weather conditions?,4
How does Irancell handle the refund process for canceled orders?,4
What actions might make a modem ineligible for return according to Irancell's policy?,4
How long does the customer have to cancel their order for optical fiber Internet service?,4
What does the customer need to provide to the postman at the time of delivering the package?,4
What is the basis for providing Irancell gifts and services to customers?,4
How can customers contact Irancell if they need the postman to redeliver the product?,4
"What is the definition of ""Irancell"" in the context of the text?",5
"Who is referred to as the ""Auctioneer"" in the terms and conditions?",5
"How is a ""Subscriber"" defined in the document?",5
"What is the meaning of the term ""Bidder"" in the context of Irancell auctions?",5
"Define the term ""Golden Number"" as per Irancell's supervisory committee.",5
"What is the process of ""e-Auction"" according to the document?",5
"Where is the ""Auction Portal"" located, and how can applicants enroll in it?",5
"What is meant by ""Close to Auction End"" in the terms and conditions?",5
"What is the ""Suggested Opening Bid,"" and how is it determined?",5
"Explain the concept of ""Earnest Money Deposit"" in the context of Irancell auctions.",5
"Who is eligible to participate in the auction, according to the general conditions for participants?",5
What are the conditions for eligibility to participate in the auction as mentioned in section 2.2?,5
"How can a Subscriber enter the auction, and what is the initial payment required?",5
What happens to the Earnest Money Deposit if a Bidder is not among the top 3 winners?,5
How and when can a Bidder request a refund of the Earnest Money Deposit?,5
What is the limit on the number of Irancell SIM cards that a natural person can register and activate?,5
Can a Bidder transfer a SIM Card to another individual immediately after winning the auction?,5
What rights does the winner have regarding choosing the type of Golden Number?,5
What is the deadline for the winner to pay the difference between the bid and the Deposit?,5
"In case the winner refuses to pay the bid, what is the process for determining the next winner?",5
"When can Bidders cancel their bids, and are there any restrictions on cancellation?",5
"Who is responsible for paying taxes, duties, and similar charges related to the auction?",5
"How is the Golden Number delivered to the winner, and what is the activation process?",5
"What information is required during the first sign-in, and why is it important for the SIM Card delivery?",5
Under what governing law are the terms and conditions of the Irancell Golden Number auction subject?,5
What rights does the Subscriber waive by accepting the terms and conditions of the auction?,5
What responsibility does the Customer bear regarding the amount paid into Irancell's account?,5
What consequences does the Customer face if unauthorized banking transactions are discovered?,5
"What is the definition of ""Irancell"" in the context of the terms and conditions?",5
"Who is referred to as the ""Auctioneer"" in the terms and conditions?",5
"How is a ""Subscriber"" defined in the context of Irancell's auction for golden numbers?",5
"Who is considered a ""Bidder"" in the Irancell auction for golden numbers?",5
"What is the definition of a ""Golden Number"" according to Irancell's supervisory committee?",5
"What is meant by ""e-Auction"" in the terms and conditions?",5
"Where can applicants enroll to participate in the golden numbers auction, according to the terms and conditions?",5
"What is the significance of the ""Close to Auction End"" period in the auction process?",5
"What is the ""Suggested Opening Bid"" in the Irancell golden numbers auction?",5
"What is the purpose of the ""Earnest Money Deposit"" mentioned in the terms and conditions?",5
Who is eligible to participate in the Irancell auction for golden numbers according to the general conditions?,5
What are the qualifications required for participants to be eligible for the auction?,5
How many Irancell SIM cards can a natural person register and activate according to the terms and conditions?,5
"Can individuals under 18 years old participate in the auction, and if so, how?",5
"How can a Subscriber enter the auction, and what is the initial payment required?",5
What happens to the Earnest Money Deposit if a Bidder is not among the top 3 winners of the auction?,5
How and when can a Bidder request a refund of the Earnest Money Deposit?,5
What happens if a Bidder participates in several auctions simultaneously but is not among the top 3 winners?,5
"How are the auction winners and runners-up determined, and what restrictions do they have regarding SIM card transfer?",5
What is the process for the winner to choose between prepaid and postpaid Golden numbers?,5
What is the time frame for the winner to pay the difference between the bid and the Deposit after the auction results are announced?,5
What happens if the auction winner fails to pay the required amount within the specified deadline?,5
"Can Bidders cancel their bids, and if so, under what conditions?",5
"What responsibilities does the Bidder have regarding taxes, duties, and similar charges?",5
"What are the steps involved after the completion of the auction, payment, and determination of the Number type?",5
Under what conditions will the auctioned SIM Card be activated and delivered to the winner?,5
What is the significance of providing accurate information during the registration process for the bidder?,5
What governing law applies to the terms and conditions of participating in the Irancell e-auction for Golden Numbers?,5
What rights does the Subscriber waive by accepting the terms and conditions of participating in the auction?,5
What responsibility does the Customer undertake concerning the amount paid into Irancell account?,5
"Who is defined as ""Irancell"" in the terms and conditions?",5
"What is the meaning of ""Auctioneer"" in the context of Irancell's golden numbers auction?",5
"How is a ""Subscriber"" defined in the terms and conditions?",5
"Who is considered a ""Bidder"" in the Irancell auction for golden numbers?",5
"Define the term ""Golden Number"" as per Irancell's supervisory committee.",5
"What does ""e-Auction"" refer to in the context of Irancell's terms and conditions?",5
Where can applicants enroll to participate in Irancell's golden numbers auction?,5
"What is meant by ""Close to Auction End"" in the Irancell auction process?",5
"Explain the concept of ""Suggested Opening Bid"" in the terms and conditions.",5
"What is the purpose of the ""Earnest Money Deposit"" in Irancell's auction?",5
What are the general conditions for participants in Irancell's golden numbers auction?,5
What eligibility criteria must participants meet to take part in the auction?,5
How can applicants under 18 years old participate in the auction according to the terms?,5
What steps must subscribers take to enter the auction using their email address and password?,5
What percentage of the bidding amount must a subscriber pay to enter the auction?,5
How is the Earnest Money Deposit handled if the bidder is not among the top 3 winners?,5
What is the process for refunding the Earnest Money Deposit for unsuccessful bidders?,5
Can a winner transfer their SIM Card to another individual immediately after winning?,5
How many Irancell SIM cards can a natural person register and activate using one National ID number?,5
What options does a subscriber have if they win several bids and exceed the SIM card ownership limit?,5
Can the winner choose between prepaid and postpaid Golden numbers?,5
What is the deadline for the winner to pay the difference between their bid and the Deposit?,5
What happens if the winner fails to pay the required amount within the specified deadline?,5
What rights does the first runner up have if the winner refuses to pay or complete the registration process?,5
What is the consequence if none of the winners pays the specified amount within the deadline?,5
"When can bidders cancel their bid, and when are they not allowed to cancel their bid?",5
"Who is responsible for paying taxes, duties, and similar charges as per Irancell's terms and conditions?",5
"What steps are involved after completing all the auction steps, including payment and determining the number type?",5
How is the delivery of the auctioned SIM Card made to the winner?,5
What information does the system ask the bidder to complete upon the first sign-in?,5
"In case of any problems arising from providing incorrect information, who is responsible according to Irancell's terms?",5
Which law governs all terms and conditions of participating in Irancell's golden numbers e-auction?,5
What must subscribers observe when participating in the golden number auction using their SIM Card number?,5
What rights does the Subscriber waive by accepting the terms and conditions of participating in the auction?,5
What does the Subscriber undertake regarding the amount paid into Irancell's account?,5
What consequences does the Customer face if unauthorized banking transactions are made?,5
Can subscribers make claims or objections after accepting the terms and conditions?,5
What is the role of the supervisory committee in defining Golden Numbers?,5
How are the first and second runners-up determined in the auction?,5
How many working days does it take to refund the Earnest Money Deposit for unsuccessful bidders?,5
"Who is defined as ""Irancell"" in the terms and conditions?",5
"What is the role of the ""Auctioneer"" according to the provided text?",5
"How is a ""Subscriber"" defined in the context of Irancell's auction for golden numbers?",5
"What is the meaning of ""Golden Number"" in the context of Irancell's auction?",5
"Define ""e-Auction"" based on the terms and conditions mentioned.",5
"Where can applicants enroll to participate in the golden numbers auction, according to the text?",5
"What is the significance of the term ""Close to Auction End"" in the auction process?",5
"Explain the concept of ""Suggested Opening Bid"" as per Irancell's auction terms.",5
"What is meant by ""Earnest Money Deposit"" in the context of the golden numbers auction?",5
How can natural persons become eligible to participate in the auction according to Irancell's terms?,5
What conditions must participants meet to be eligible for the auction under the applicable law?,5
What steps are required for a Subscriber to enter the auction and submit a bid?,5
What happens to the Earnest Money Deposit if the Bidder is not among the top 3 winners of the auction?,5
How and when can a Bidder request a refund of the Earnest Money Deposit?,5
Explain the conditions under which the auction winner and runners-up can transfer their SIM Cards.,5
How many Irancell SIM cards can a natural person register and activate using one National ID number?,5
"What options are available to a Bidder if they win several bids simultaneously, exceeding the SIM card ownership limit?",5
Describe the options available to the winner regarding prepaid or postpaid Golden numbers.,5
What is the time frame for the winner to pay the difference between the bid and the Deposit?,5
What happens if the winner fails to pay the required amount within the specified deadline?,5
Under what circumstances will the first runner up be announced as the winner?,5
What is the process if none of the winners pays the specified amount within the given time frame?,5
"Until when can Bidders cancel their bid, and are there any exceptions?",5
What financial responsibilities do Bidders have according to the terms and conditions?,5
What steps are involved in completing the registration and activation of the purchased SIM card?,5
"In case of incorrect information provided by the bidder, what responsibility does Irancell disclaim?",5
What is the governing law for participating in the e-auction for Irancell Golden Numbers?,5
What role does the Master Subscriber Agreement play in the golden number auction?,5
What claims or objections does the Subscriber waive by participating in the auction?,5
What is the purpose of the amount paid into Irancell account according to the undertaking statement?,5
What consequences does the Customer face if unauthorized banking transactions are discovered?,5
How is the winner's identity established before the SIM Card is activated and delivered?,5
What type of identification documents are required for Iranian nationals and foreign nationals in case of registration?,5
What is the responsibility of the bidder regarding the accuracy of the provided information?,5
"What postal address is used for delivering the auctioned SIM Card, and when is it activated?",5
How does the system handle the bidder's individual information upon the first sign-in?,5
What claims or objections does the Subscriber waive by accepting the terms and conditions?,5
What regulations govern the terms and conditions of participating in the e-auction for Irancell Golden Numbers?,5
How does a Subscriber participate in the golden number auction using their own SIM Card number?,5
What is the Subscriber's responsibility regarding the terms and conditions outlined in the provided document?,5
What are the responsibilities of the subscriber regarding the validity of registration information and documents for Irancell online store services?,6
What age requirement must individuals meet to be eligible to receive SIM Cards from Irancell?,6
"How is the subscription fee calculated for postpaid SIM Cards, and what is the payment period?",6
"Can subscribers monitor their SIM Card account, and if so, what are the codes for different inquiries?",6
What happens if postpaid SIM bills are not settled within one year after deactivation?,6
How is the authorized credit limit determined for postpaid SIM subscribers?,6
"What documents are required for the regular delivery of a SIM Card, and who needs to be present during the delivery?",6
What are the acceptable identity documents for Iranian and foreign nationals for SIM card registration?,6
"What options do customers have if they want to cancel their mobile SIM card purchase, and within what time frame can they do so?",6
"How is the refund process handled for canceled orders, and what are the conditions for refunding?",6
"What is the limit on the number of SIM Cards that can be registered for each Iranian and non-Iranian natural person, according to CRA instructions?",6
What responsibilities does the SIM Card owner have until the ownership is legally transferred to another person?,6
"How is the ownership of a SIM Card transferred to another person, and what regulations should be followed?",6
What happens if a SIM card is kept in the purchase basket but another person pays for it before the original buyer?,6
What legal or criminal responsibilities does the undersigned accept when purchasing and using an Irancell SIM Card?,6
What are the responsibilities of the subscriber regarding the validity of registration information and documents for Irancell online store services?,6
Who is eligible to receive SIM cards according to the provided information?,6
"How is the subscription fee for postpaid SIM cards calculated, and what is the payment period?",6
What is the designated call center number for those who purchase the 0900 SIM card?,6
"What are the codes to monitor the account of a postpaid SIM card, and what information can be obtained using these codes?",6
What happens if the bills for postpaid SIM cards are not settled within one year of deactivation?,6
How is the authorized credit limit determined for postpaid SIM subscribers?,6
What identity documents are required for Iranian nationals to receive their SIM cards through regular delivery?,6
What should the subscriber do if they are not present at the venue when the postman arrives for SIM delivery?,6
"How can customers cancel their order for a mobile SIM card purchased through Irancell Online Stores, and what is the refund policy?",6
"In case of purchase cancellation, what happens to the cost of delivery?",6
"According to CRA instructions, what is the maximum number of SIM cards that an Iranian natural person can register and activate?",6
What responsibilities does the SIM card owner have until the ownership of the SIM card is legally transferred to another person?,6
"If there is a delay in severe weather conditions, how might it affect the express delivery of the SIM card?",6
What legal or criminal responsibilities does the subscriber accept when purchasing and using an Irancell SIM card according to the provided agreement?,6
What are the terms and conditions for using Irancell online store services?,6
What is the subscriber's responsibility regarding registration information and sent documents?,6
Who is eligible to receive SIM cards according to the provided text?,6
What information is crucial to enter accurately while registering for an Irancell SIM card?,6
What is the dedicated call center number for a 0900 SIM card purchase?,6
How is the subscription fee for postpaid SIM cards calculated?,6
What is the payment period for Irancell postpaid SIM cards?,6
Can you provide the codes for monitoring the SIM card account?,6
What happens if postpaid SIM card bills are not settled within one year of deactivation?,6
How is the authorized credit limit determined for postpaid SIM subscribers?,6
What is the consequence of failing to settle bills within the defined limit and deactivating the SIM card?,6
What documents are required for the regular delivery of a SIM card to an Iranian national?,6
List the valid identity documents for Iranian nationals mentioned in the text.,6
What documents are required for the delivery of a SIM card to a foreign national?,6
What should the subscriber do if they are not present at the venue during SIM card delivery?,6
How does express delivery differ from regular delivery in receiving a SIM card?,6
Under what conditions might the delivery be delayed according to the text?,6
What is the timeframe for customers to cancel their SIM card order and request a refund?,6
How can a customer cancel their Irancell SIM card purchase and ask for a refund?,6
What happens if a customer cancels their order before receiving the SIM card?,6
How is the refunded amount returned to the customer after canceling a purchase?,6
"What payment methods are eligible for a refund, and which ones are not according to the text?",6
Is the cost of delivery refunded in case of purchase cancellation?,6
What is the limit on the number of SIM cards that Iranian natural persons can register and activate?,6
"How many SIM cards can non-Iranian natural persons register and activate, according to CRA instructions?",6
What responsibilities does the SIM card owner have until the ownership is legally transferred to another person?,6
"Can a SIM card owner transfer ownership to another person, and what are the regulations involved?",6
What happens if you keep a SIM card in your purchase basket but someone else pays for it first?,6
"Can a customer cancel only one product from their purchase basket, or is it an all-or-nothing situation?",6
What are the consequences if a customer cancels their mobile SIM card purchase after taking delivery from the postman?,6
How many working hours does it take to refund the amount to the customer's bank account after cancellation?,6
"In case of multi-product purchases, what happens if a customer cancels their order?",6
"What is the customer's responsibility after canceling a purchase, regarding the SIM cards delivered?",6
What are the accepted identity documents for Iranian nationals in the SIM card delivery process?,6
What is the process for a foreign national to receive a SIM card through delivery?,6
How can a customer follow up on refund-related issues after canceling their order?,6
How can a subscriber monitor their SIM card account for bolt-ons balance inquiry?,6
What are the consequences of presenting false documents and incorrect information during registration?,6
"How is the subscription fee for postpaid SIM cards calculated, and what is the amount for a full period?",6
What happens if postpaid SIM card bills are not settled within one year of deactivation?,6
"Can a customer transfer ownership of a SIM card to another person, and what are the associated responsibilities?",6
"What is the maximum number of SIM cards that Iranian natural persons can register and activate, according to CRA instructions?",6
How does express delivery differ from regular delivery in receiving a SIM card?,6
What is the timeframe for customers to cancel their SIM card order and request a refund?,6
How can a customer cancel their Irancell SIM card purchase and ask for a refund?,6
What happens if a customer cancels their order before receiving the SIM card?,6
How is the refunded amount returned to the customer after canceling a purchase?,6
"What payment methods are eligible for a refund, and which ones are not according to the text?",6
"Can a customer cancel only one product from their purchase basket, or is it an all-or-nothing situation?",6
What are the consequences if a customer cancels their mobile SIM card purchase after taking delivery from the postman?,6
What are the terms and conditions for using Irancell online store services?,6
Who is responsible for the validity of registration information and sent documents when applying for Irancell services?,6
What are the consequences of presenting false documents and incorrect information during Irancell registration?,6
What specific attention should be given when entering the National ID for Irancell services?,6
Who is eligible to receive SIM cards from Irancell according to the provided information?,6
"What is the required ZIP code for registration, and where can you find this information?",6
"How is the subscription fee for postpaid SIM cards calculated, and what is the amount for a full period?",6
"What is the payment period for Irancell postpaid SIM cards, and how is it calculated?",6
"What are the codes for monitoring the SIM card account, and what information can be obtained using these codes?",6
What happens if postpaid SIM card bills are not settled within one year after deactivation?,6
"What is the authorized credit limit, and how is it determined for postpaid SIM subscribers?",6
How can a subscriber define their authorized usage limit at the time of purchase?,6
"What happens if a subscriber fails to settle their bill within the defined limit, resulting in SIM card deactivation?",6
What documents are required for the regular delivery of an Irancell SIM card for Iranian nationals?,6
What documents are required for the regular delivery of an Irancell SIM card for foreign nationals?,6
What should the person under whose name the SIM card is registered do when the postman arrives for regular delivery?,6
What should a subscriber do if they are not present when the postman arrives for SIM card delivery?,6
"What are the conditions for express delivery of an Irancell SIM card, and what is the alternative if the subscriber is not present?",6
"Under what circumstances may there be a delay in delivery, according to the provided information?",6
Within how many business days can customers cancel their order for a mobile SIM card and ask for a refund?,6
How can customers request a refund for a canceled order from Irancell Online Stores?,6
What happens if a customer cancels their order before receiving the SIM card?,6
"How is the refunded amount processed, and within what time frame?",6
"What payment methods are eligible for a refund, and which ones are not according to Irancell policy?",6
Is the cost of delivery refunded in case of purchase cancellation?,6
"Can customers cancel only one product from their purchase basket, or is it necessary to cancel the entire order?",6
"According to CRA instructions, what is the limit on the number of SIM cards that Iranian natural persons can own?",6
"How many SIM cards can non-Iranian natural persons register and activate, according to CRA instructions?",6
What responsibilities does the SIM card owner have until the ownership is legally transferred to another person?,6
What happens if a SIM card is kept in the purchase basket but another person pays for it first?,6
Who should follow Irancell's regulations if the ownership of a SIM card is transferred to another person?,6
What are the consequences of not taking delivery of a purchased product from the postman when canceling a mobile SIM card purchase?,6
Can payments made using gift cards or similar cards be refunded according to Irancell's policy?,6
What responsibilities does the SIM card owner undertake by signing the agreement at the end of the provided text?,6
How many days does the subscriber have to complete the processes and make the payment for regular delivery?,6
"What should a subscriber do if the postman arrives, and the subscriber is not present for SIM card delivery?",6
What is the period for purchase cancellation after placing an order for a mobile SIM card?,6
What options do customers have for contacting Irancell Call Center regarding order cancellation?,6
How long does it take for the refunded amount to be transferred to the bank account after order cancellation?,6
What is the consequence of having a SIM card in the purchase basket but not making the final payment in time?,6
How is the final price calculated for postpaid SIM subscribers based on the chosen authorized usage limit?,6
What is the specific call center number for subscribers purchasing the 0900 SIM card?,6
How is the payment period for postpaid SIM cards calculated according to the provided information?,6
Can individuals under 18 years old receive Irancell SIM cards?,6
What happens if postpaid SIM card bills are not settled within one year after deactivation?,6
What should the subscriber do if they want to increase their authorized usage limit?,6
What are the valid identity documents for Iranian nationals for SIM card registration?,6
What are the valid identity documents for foreign nationals for SIM card registration?,6
What is the basis for providing exclusive gifts and services to Irancell subscribers?,6
What are the consequences of presenting false documents and incorrect information during Irancell registration?,6
What are the responsibilities of the subscriber regarding the validity of registration information and submitted documents when using Irancell online store services?,7
What is the age requirement for individuals to purchase SIM Cards through Irancell's online store?,7
How can a subscriber obtain the accurate 10-digit postal code required for registration when using Irancell's online store services?,7
"What are the consequences if a subscriber fails to inform Irancell immediately about a stolen, lost, or damaged SIM Card?",7
"Under what circumstances may Irancell hard suspend or deregister a Prepaid SIM Card, according to the terms and conditions?",7
What are the identity document requirements for Iranian nationals when purchasing a SIM Card through Irancell's regular delivery?,7
"What options are available for customers to cancel their SIM Card order, and what is the refund process?",7
"In case of bad weather conditions, how may the delivery of a purchased SIM Card be affected?",7
"What is the maximum number of SIM Cards that an Iranian natural person and a non-Iranian natural person can register and activate, according to CRA instructions?",7
"What happens if a customer keeps a SIM Card in their cart, and another customer buys the same SIM Card and makes the payment?",7
"What steps should a subscriber take if the postman arrives at the announced address, but the subscriber is not present to receive the purchased product?",7
What are the acceptable identity documents for foreign nationals when purchasing a SIM Card through Irancell's online store?,7
"How does the Express Delivery option differ from Regular Delivery, and what conditions apply to it?",7
What responsibilities does the SIM Card owner have until the ownership of the SIM Card is legally transferred to another person?,7
What is the consequence if a subscriber accepts delivery of a purchased SIM Card but later wishes to cancel the purchase?,7
What are the responsibilities of the subscriber regarding the validity of registration information and submitted documents for Irancell online store services?,7
Why is it important for applicants to pay utmost attention when entering their National ID for Irancell services?,7
What is the age requirement for individuals who can purchase SIM Cards through Irancell online store services?,7
Why is it necessary to provide an accurate 10-digit postal code corresponding to the address during the registration process for Irancell services?,7
"How can the new generation of SIM Cards be used (Regular, Micro, Nano)?",7
Who is responsible for paying the Internet connection fee during the registration process for Irancell services?,7
"What should a subscriber do in the event of a stolen, lost, or damaged SIM Card according to Irancell's terms and conditions?",7
What action may Irancell take if a Prepaid SIM Card has no transaction within 90 days after activation?,7
"What are the requirements for regular delivery of a SIM Card, and how long does it take for the SIM Card to be delivered?",7
What valid identity documents are required for Iranian nationals to register for Irancell services?,7
What valid identity documents are required for foreign nationals to register for Irancell services?,7
"What should the subscriber do when the postman arrives for SIM Card delivery, and the subscriber is not present at the announced address?",7
"How does the express delivery option work, and what conditions apply to it?",7
How can customers cancel their SIM Card purchase and request a refund through Irancell online stores?,7
"What is the refund policy for canceled SIM Card purchases, and how is the refund processed?",7
Are payments made with gift cards or similar cards refundable for Irancell services?,7
What is the limit on the number of SIM Cards that can be registered and activated for each Iranian and non-Iranian natural person according to CRA instructions?,7
What responsibilities does the SIM Card owner have if they decide to transfer ownership to another person?,7
"What happens if a SIM Card is kept in the cart, and another customer makes the final payment for the same SIM Card?",7
"What acknowledgment does the subscriber need to provide after reading the ""terms and conditions on purchasing Irancell SIM Card"" and the ""Subscribers Agreement""?",7
What are the conditions for using Irancell online store services?,7
What is the subscriber's responsibility regarding the registration information and submitted documents?,7
What age requirement must applicants meet to purchase SIM Cards from Irancell?,7
Why is it essential to enter the National ID accurately?,7
"What type of postal code is required for registration, and how can it be obtained?",7
How can the new generation of SIM Cards be used?,7
Who is responsible for paying the Internet connection fee during the registration process?,7
"What should a subscriber do if their SIM Card is stolen, lost, or damaged?",7
What happens if a Prepaid SIM Card has no transaction within 90 days of activation?,7
What documents are required for the regular delivery of a SIM Card?,7
How long does it take for a selected SIM Card to be sent by regular mail after completing the process and payment?,7
What are the valid identity documents for Iranian nationals?,7
What documents are required for foreign nationals to purchase a SIM Card?,7
What is the procedure when the postman arrives for the delivery of a SIM Card?,7
What happens if the subscriber is not present during the postman's visit for delivery?,7
"How does express delivery differ from regular delivery, and what should customers be aware of?",7
Under what conditions may the delivery of a product be delayed?,7
What is the timeframe for customers to cancel their SIM Card order and ask for a refund?,7
How can customers request a refund for a canceled order?,7
What happens if a customer cancels their order before receiving the SIM Card?,7
How is the refunded amount returned to the customer?,7
"What payment methods are eligible for a refund, and which ones are not?",7
Is the delivery cost refunded if the purchase is canceled?,7
What is the limit on the number of SIM Cards that Iranian and non-Iranian natural persons can register and activate?,7
What responsibilities does the SIM Card owner have until the ownership is legally transferred to another person?,7
"What happens if a SIM Card is kept in the cart, and another customer buys the same SIM Card?",7
What are the consequences of presenting false documents and incorrect information during registration?,7
"Can a SIM Card owner transfer ownership to another person, and what regulations should be followed?",7
"How can a subscriber inform Irancell about a stolen, lost, or damaged SIM Card?",7
What type of ID documents are acceptable for foreign nationals to purchase a SIM Card?,7
How does Irancell handle SIM Cards with no transactions within 90 days?,7
What is the role of the subscriber during the regular delivery process?,7
How long does it take for a SIM Card to be sent through regular mail after completing the process and payment?,7
What are the responsibilities of the SIM Card owner until ownership is legally transferred?,7
How can customers raise a refund request for a canceled SIM Card purchase?,7
What is the significance of the 10-digit postal code in the registration process?,7
How is the Internet connection fee calculated during the registration process?,7
What should customers do in case of bad weather conditions affecting delivery?,7
What is the significance of the subscriber being present during the postman's visit for delivery?,7
How can a customer cancel their SIM Card purchase and avoid extra payments or waste of time?,7
"What happens if a subscriber is not present during the postman's visit for delivery, and how can they arrange redelivery?",7
What are the acceptable forms of identity documents for Iranian nationals?,7
What information is included in the hard copy of the registration form provided during delivery?,7
How does the delivery process differ between regular and express delivery?,7
"What is the consequence of not informing Irancell about a stolen, lost, or damaged SIM Card?",7
What is the role of the subscriber in express delivery to ensure timely receipt of the product?,7
How can customers transfer the refunded amount to their bank account?,7
What are the consequences of not canceling a SIM Card purchase before taking delivery?,7
What is the significance of the subscriber reading and signing the registration form during delivery?,7
How does Irancell handle the situation when a SIM Card is hard suspended or deregistered?,7
What are the key terms and conditions for using Irancell online store services?,7
What is the subscriber's responsibility regarding the registration information and submitted documents?,7
What are the consequences of presenting false documents and incorrect information during registration?,7
What specific attention should be paid when entering the National ID during the registration process?,7
At what age are individuals allowed to purchase SIM cards according to Irancell's terms and conditions?,7
"Why is an accurate 10-digit postal code required for SIM card registration, and how can it be obtained?",7
"How can the new generation of SIM cards be used (Regular, Micro, Nano)?",7
"Who is responsible for paying the Internet connection fee during the registration process, and how is it calculated?",7
"What actions should be taken if a SIM card is stolen, lost, or damaged?",7
What happens if a prepaid SIM card has no transaction within 90 days of activation?,7
Describe the process of regular delivery for Irancell SIM cards.,7
What documents are required for identity verification during regular delivery for Iranian nationals?,7
What documents are required for identity verification during regular delivery for foreign nationals?,7
"What should the subscriber do if the postman arrives, and they are not present during regular delivery?",7
Explain the process of express delivery for Irancell SIM cards.,7
"What may cause a delay in the delivery of SIM cards, especially in bad weather conditions?",7
Within what time frame can customers cancel their order and ask for a refund when purchasing SIM cards online?,7
What should customers do if they wish to cancel their SIM card purchase before receiving the product?,7
How is the refund process handled for canceled orders made through Irancell online stores?,7
"Can payments made using gift cards or similar cards be refunded, according to Irancell's terms and conditions?",7
"What happens if the purchase is canceled, and how is the delivery cost handled in terms of refunds?",7
What is the limit on the number of SIM cards that can be registered and activated for Iranian natural persons?,7
"How many SIM cards can be registered and activated for non-Iranian natural persons, according to CRA instructions?",7
What responsibilities does the SIM card owner bear until the ownership is legally transferred to another person?,7
What is the procedure for transferring the ownership of a SIM card to another person?,7
"What happens if a SIM card is kept in the cart, and another customer buys the same SIM card and makes the final payment earlier?",7
What legal or criminal misuses is the subscriber acknowledging responsibility for when purchasing and using an Irancell SIM card?,7
How does Irancell define valid identity documents for Iranian nationals during SIM card registration?,7
Explain the significance of having a birth certificate containing a digital photo and National ID for Iranian nationals.,7
Can a SIM card owner transfer ownership without following Irancell's regulations?,7
How is the delivery cost handled in case of canceled purchases?,7
Can payments made using a bank card connected to a centralized account be refunded according to Irancell's policies?,7
How is the refund process managed if the related amount is not returned to the bank account within 72 working hours?,7
What is the significance of the subscriber signing the registration form and providing a fingerprint during SIM card delivery?,7
Why is the owner's presence at the time of delivery mandatory for identification purposes?,7
How does Irancell handle SIM cards that have had no transaction within 90 days of activation?,7
"What are the consequences if the SIM card owner fails to inform Irancell about a stolen, lost, or damaged SIM card?",7
How does Irancell calculate the Internet connection fee during the registration process?,7
"In case of bad weather conditions, how might the delivery of SIM cards be affected?",7
Can foreign nationals use a visa as a valid identity document during SIM card registration?,7
What should the subscriber do if they want to cancel the purchase of a SIM card but have already taken delivery from the postman?,7
How is the delivery of SIM cards handled if the subscriber is not present at the announced address during regular delivery?,7
How does Irancell handle the delivery of SIM cards if the subscriber is not present during express delivery?,7
What is the timeframe for receiving the purchased SIM card through regular mail after completing the process and making the payment?,7
What options do customers have for contacting Irancell Call Center to cancel their SIM card order?,7
"Can a SIM card purchase be canceled after receiving the modem, according to Irancell's policies?",7
How does Irancell define a valid identity document for foreign nationals during SIM card registration?,7
How long does it take for the related amount to be refunded to the bank account after canceling a SIM card purchase?,7
"Can customers use any identity document for foreign nationals during SIM card registration, or are there specific requirements?",7
"What is the subscriber acknowledging by signing the ""terms and conditions on purchasing Irancell SIM Card"" and the ""Subscribers Agreement""?",7
What must a customer do before purchasing a TD-LTE modem according to the provided text?,8
